"seg.id","cov1","dt"
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,NA
1,-0.4689826737158,30
2,-0.4689826737158,NA
2,-0.4689826737158,NA
2,-0.4689826737158,NA
2,-0.4689826737158,NA
2,-0.4689826737158,NA
2,-0.4689826737158,NA
2,-0.4689826737158,NA
2,-0.4689826737158,NA
2,-0.4689826737158,NA
2,-0.4689826737158,NA
2,-0.4689826737158,30
3,-0.4689826737158,NA
3,-0.4689826737158,NA
3,-0.4689826737158,NA
3,-0.4689826737158,NA
3,-0.4689826737158,NA
3,-0.4689826737158,NA
3,-0.4689826737158,NA
3,-0.4689826737158,NA
3,-0.4689826737158,NA
3,-0.4689826737158,NA
3,-0.4689826737158,30
4,-0.4689826737158,NA
4,-0.4689826737158,NA
4,-0.4689826737158,NA
4,-0.4689826737158,NA
4,-0.4689826737158,NA
4,-0.4689826737158,NA
4,-0.4689826737158,NA
4,-0.4689826737158,NA
4,-0.4689826737158,NA
4,-0.4689826737158,NA
4,-0.4689826737158,30
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,NA
5,-0.4689826737158,30
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,NA
6,-0.4689826737158,30
7,-0.4689826737158,NA
7,-0.4689826737158,NA
7,-0.4689826737158,NA
7,-0.4689826737158,NA
7,-0.4689826737158,NA
7,-0.4689826737158,NA
7,-0.4689826737158,NA
7,-0.4689826737158,NA
7,-0.4689826737158,NA
7,-0.4689826737158,NA
7,-0.4689826737158,30
8,-0.4689826737158,NA
8,-0.4689826737158,NA
8,-0.4689826737158,NA
8,-0.4689826737158,NA
8,-0.4689826737158,NA
8,-0.4689826737158,NA
8,-0.4689826737158,NA
8,-0.4689826737158,NA
8,-0.4689826737158,NA
8,-0.4689826737158,NA
